state,district,commodity,arrival_date,modal_price
Gujarat,Bharuch,Peas cod,04-03-19,1325
Gujarat,Vadodara(Baroda),Peas cod,04-03-19,1600
Himachal Pradesh,Kangra,Peas cod,04-03-19,1650
Punjab,Amritsar,Peas cod,04-03-19,800
Punjab,Mansa,Peas cod,04-03-19,1200
Punjab,Gurdaspur,Peas cod,04-03-19,1000
Punjab,Muktsar,Peas cod,04-03-19,1200
Uttar Pradesh,Kannuj,Peas cod,04-03-19,1000
Uttar Pradesh,Saharanpur,Peas cod,04-03-19,900
Haryana,Ambala,Peas Wet,04-03-19,1200
Haryana,Faridabad,Peas Wet,04-03-19,900
Haryana,Gurgaon,Peas Wet,04-03-19,1500
Himachal Pradesh,Kangra,Peas Wet,04-03-19,1800
Himachal Pradesh,Kangra,Peas Wet,04-03-19,1800
Himachal Pradesh,Kullu,Peas Wet,04-03-19,2650
Karnataka,Bangalore,Peas Wet,04-03-19,3000
Maharashtra,Pune,Peas Wet,04-03-19,1800
Maharashtra,Pune,Peas Wet,04-03-19,4000
Maharashtra,Satara,Peas Wet,04-03-19,2600
Punjab,Barnala,Peas Wet,04-03-19,1500
Punjab,Gurdaspur,Peas Wet,04-03-19,700
Punjab,Ludhiana,Peas Wet,04-03-19,1700
Punjab,Patiala,Peas Wet,04-03-19,850
Punjab,Tarntaran,Peas Wet,04-03-19,700
Punjab,Jalandhar,Peas Wet,04-03-19,1500
Punjab,Jalandhar,Peas Wet,04-03-19,800
Punjab,Ludhiana,Peas Wet,04-03-19,1250
Punjab,Ropar (Rupnagar),Peas Wet,04-03-19,1330
Punjab,Tarntaran,Peas Wet,04-03-19,1000
Uttar Pradesh,Agra,Peas Wet,04-03-19,800
Uttar Pradesh,Sonbhadra,Peas Wet,04-03-19,800
Uttar Pradesh,Agra,Peas Wet,04-03-19,780
Uttar Pradesh,Saharanpur,Peas Wet,04-03-19,1000
Uttrakhand,Dehradoon,Peas Wet,04-03-19,1150
Uttar Pradesh,Mirzapur,Peas(Dry),04-03-19,4880
Uttar Pradesh,Muradabad,Peas(Dry),04-03-19,400
West Bengal,Burdwan,Peas(Dry),04-03-19,4600
West Bengal,Burdwan,Peas(Dry),04-03-19,4900
Gujarat,Bharuch,Pegeon Pea (Arhar Fali),04-03-19,3475
Gujarat,Surat,Pegeon Pea (Arhar Fali),04-03-19,3005
Gujarat,Surat,Pegeon Pea (Arhar Fali),04-03-19,3005
Gujarat,Surat,Pegeon Pea (Arhar Fali),04-03-19,2850
Gujarat,Vadodara(Baroda),Pegeon Pea (Arhar Fali),04-03-19,3000
Kerala,Kasargod,Pepper garbled,04-03-19,32500
Kerala,Kasargod,Pepper garbled,04-03-19,27750
Himachal Pradesh,Kangra,Pineapple,04-03-19,2250
Himachal Pradesh,Kangra,Pineapple,04-03-19,4000
Maharashtra,Pune,Pineapple,04-03-19,1400
Punjab,Muktsar,Pineapple,04-03-19,4000
Uttar Pradesh,Muzaffarnagar,Plum,04-03-19,570
Gujarat,Valsad,Pointed gourd (Parval),04-03-19,5250
Haryana,Faridabad,Pomegranate,04-03-19,4500
Haryana,Gurgaon,Pomegranate,04-03-19,4250
Haryana,Mewat,Pomegranate,04-03-19,5000
Himachal Pradesh,Kangra,Pomegranate,04-03-19,7500
Himachal Pradesh,Kangra,Pomegranate,04-03-19,4250
Himachal Pradesh,Kangra,Pomegranate,04-03-19,7500
Maharashtra,Ahmednagar,Pomegranate,04-03-19,4000
Maharashtra,Satara,Pomegranate,04-03-19,2500
Punjab,Muktsar,Pomegranate,04-03-19,6500
Rajasthan,Jalore,Pomegranate,04-03-19,1500
Uttar Pradesh,Baghpat,Pomegranate,04-03-19,4300
Uttar Pradesh,Bhadohi(Sant Ravi Nagar),Pomegranate,04-03-19,3800
Uttar Pradesh,Lakhimpur,Pomegranate,04-03-19,4140
Uttrakhand,Dehradoon,Pomegranate,04-03-19,3500
Andaman and Nicobar,South Andaman,Potato,04-03-19,3000
Assam,Jorhat,Potato,04-03-19,550
Assam,Kamrup,Potato,04-03-19,700
Assam,Darrang,Potato,04-03-19,650
Gujarat,Kheda,Potato,04-03-19,700
Gujarat,Vadodara(Baroda),Potato,04-03-19,700
Haryana,Mewat,Potato,04-03-19,700
Haryana,Faridabad,Potato,04-03-19,550
Haryana,Gurgaon,Potato,04-03-19,650
Haryana,Panipat,Potato,04-03-19,1000
Haryana,Ambala,Potato,04-03-19,325
Haryana,Kurukshetra,Potato,04-03-19,296
Himachal Pradesh,Kangra,Potato,04-03-19,800
Himachal Pradesh,Kangra,Potato,04-03-19,750
Himachal Pradesh,Kangra,Potato,04-03-19,800
Himachal Pradesh,Kullu,Potato,04-03-19,1400
Kerala,Kottayam,Potato,04-03-19,2800
Kerala,Ernakulam,Potato,04-03-19,2500
Kerala,Kasargod,Potato,04-03-19,2400
Kerala,Kollam,Potato,04-03-19,1900
Kerala,Malappuram,Potato,04-03-19,2100
Kerala,Thirssur,Potato,04-03-19,2600
Kerala,Thirssur,Potato,04-03-19,2400
Kerala,Thirssur,Potato,04-03-19,1400
Madhya Pradesh,Sheopur,Potato,04-03-19,750
Maharashtra,Pune,Potato,04-03-19,1100
Maharashtra,Pune,Potato,04-03-19,850
Maharashtra,Pune,Potato,04-03-19,1000
Maharashtra,Satara,Potato,04-03-19,1500
Maharashtra,Sholapur,Potato,04-03-19,1400
Manipur,Bishnupur,Potato,04-03-19,1000
Manipur,Chandel,Potato,04-03-19,1400
Manipur,Imphal East,Potato,04-03-19,1000
Manipur,Imphal West,Potato,04-03-19,1500
Manipur,Thoubal,Potato,04-03-19,1000
Odisha,Dhenkanal,Potato,04-03-19,900
Odisha,Mayurbhanja,Potato,04-03-19,600
Odisha,Angul,Potato,04-03-19,800
Odisha,Jharsuguda,Potato,04-03-19,900
Odisha,Sundergarh,Potato,04-03-19,1000
Punjab,Ludhiana,Potato,04-03-19,400
Punjab,Mansa,Potato,04-03-19,520
Punjab,Muktsar,Potato,04-03-19,550
Punjab,Bhatinda,Potato,04-03-19,450
Punjab,Gurdaspur,Potato,04-03-19,370
Punjab,Hoshiarpur,Potato,04-03-19,500
Punjab,Jalandhar,Potato,04-03-19,500
Punjab,Jalandhar,Potato,04-03-19,400
Punjab,Ludhiana,Potato,04-03-19,350
Punjab,Patiala,Potato,04-03-19,350
Punjab,Tarntaran,Potato,04-03-19,600
Tripura,South District,Potato,04-03-19,750
Uttar Pradesh,Bahraich,Potato,04-03-19,675
Uttar Pradesh,Bhadohi(Sant Ravi Nagar),Potato,04-03-19,400
Uttar Pradesh,Bulandshahar,Potato,04-03-19,410
Uttar Pradesh,Fatehpur,Potato,04-03-19,490
Uttar Pradesh,Gautam Budh Nagar,Potato,04-03-19,500
Uttar Pradesh,Lakhimpur,Potato,04-03-19,500
Uttar Pradesh,Mirzapur,Potato,04-03-19,600
Uttar Pradesh,Saharanpur,Potato,04-03-19,560
Uttar Pradesh,Shahjahanpur,Potato,04-03-19,460
Uttar Pradesh,Sonbhadra,Potato,04-03-19,660
Uttar Pradesh,Ballia,Potato,04-03-19,1050
Uttar Pradesh,Bulandshahar,Potato,04-03-19,440
Uttar Pradesh,Saharanpur,Potato,04-03-19,540
Uttar Pradesh,Agra,Potato,04-03-19,500
Uttar Pradesh,Etah,Potato,04-03-19,500
Uttar Pradesh,Kannuj,Potato,04-03-19,480
Uttar Pradesh,Muzaffarnagar,Potato,04-03-19,440
Uttar Pradesh,Bulandshahar,Potato,04-03-19,590
Uttar Pradesh,Khiri (Lakhimpur),Potato,04-03-19,440
Uttar Pradesh,Agra,Potato,04-03-19,530
Uttar Pradesh,Agra,Potato,04-03-19,450
Uttar Pradesh,Agra,Potato,04-03-19,540
Uttar Pradesh,Agra,Potato,04-03-19,500
Uttar Pradesh,Agra,Potato,04-03-19,530
Uttar Pradesh,Aligarh,Potato,04-03-19,540
Uttar Pradesh,Allahabad,Potato,04-03-19,600
Uttar Pradesh,Etawah,Potato,04-03-19,400
Uttar Pradesh,Farukhabad,Potato,04-03-19,430
Uttar Pradesh,Ghaziabad,Potato,04-03-19,610
Uttar Pradesh,Kanpur,Potato,04-03-19,900
Uttar Pradesh,Muradabad,Potato,04-03-19,460
Uttar Pradesh,Muzaffarnagar,Potato,04-03-19,615
Uttar Pradesh,Raebarelli,Potato,04-03-19,500
Uttar Pradesh,Rampur,Potato,04-03-19,495
Uttar Pradesh,Saharanpur,Potato,04-03-19,280
Uttar Pradesh,Saharanpur,Potato,04-03-19,545
Uttar Pradesh,Saharanpur,Potato,04-03-19,500
Uttar Pradesh,Sitapur,Potato,04-03-19,600
Uttar Pradesh,Baghpat,Potato,04-03-19,650
Uttar Pradesh,Baghpat,Potato,04-03-19,600
Uttrakhand,Dehradoon,Potato,04-03-19,550
Uttrakhand,UdhamSinghNagar,Potato,04-03-19,600
West Bengal,Hooghly,Potato,04-03-19,480
West Bengal,Nadia,Potato,04-03-19,580
West Bengal,North 24 Parganas,Potato,04-03-19,560
West Bengal,Puruliya,Potato,04-03-19,380
West Bengal,Bankura,Potato,04-03-19,380
West Bengal,Bankura,Potato,04-03-19,370
West Bengal,Burdwan,Potato,04-03-19,560
West Bengal,Burdwan,Potato,04-03-19,600
West Bengal,Burdwan,Potato,04-03-19,500
West Bengal,Burdwan,Potato,04-03-19,510
West Bengal,Burdwan,Potato,04-03-19,500
West Bengal,Jalpaiguri,Potato,04-03-19,525
West Bengal,Malda,Potato,04-03-19,475
West Bengal,Medinipur(W),Potato,04-03-19,350
West Bengal,Murshidabad,Potato,04-03-19,400
West Bengal,Murshidabad,Potato,04-03-19,530
West Bengal,Puruliya,Potato,04-03-19,420
West Bengal,Sounth 24 Parganas,Potato,04-03-19,700
West Bengal,Uttar Dinajpur,Potato,04-03-19,550
Assam,Darrang,Pumpkin,04-03-19,650
Assam,Kamrup,Pumpkin,04-03-19,900
Gujarat,Vadodara(Baroda),Pumpkin,04-03-19,950
Himachal Pradesh,Kangra,Pumpkin,04-03-19,1700
Himachal Pradesh,Kullu,Pumpkin,04-03-19,1750
Kerala,Kasargod,Pumpkin,04-03-19,2700
Kerala,Kottayam,Pumpkin,04-03-19,1100
Kerala,Thiruvananthapuram,Pumpkin,04-03-19,1700
Kerala,Kasargod,Pumpkin,04-03-19,850
Kerala,Kollam,Pumpkin,04-03-19,1100
Kerala,Malappuram,Pumpkin,04-03-19,1300
Kerala,Thirssur,Pumpkin,04-03-19,1700
Kerala,Thirssur,Pumpkin,04-03-19,3000
Kerala,Thirssur,Pumpkin,04-03-19,1100
Maharashtra,Pune,Pumpkin,04-03-19,1500
Meghalaya,East Khasi Hills,Pumpkin,04-03-19,1850
Odisha,Dhenkanal,Pumpkin,04-03-19,1300
Odisha,Mayurbhanja,Pumpkin,04-03-19,1100
Uttar Pradesh,Agra,Pumpkin,04-03-19,540
Uttar Pradesh,Agra,Pumpkin,04-03-19,850
Uttar Pradesh,Agra,Pumpkin,04-03-19,1150
Uttar Pradesh,Agra,Pumpkin,04-03-19,520
Uttar Pradesh,Agra,Pumpkin,04-03-19,1150
Uttar Pradesh,Aligarh,Pumpkin,04-03-19,740
Uttar Pradesh,Baghpat,Pumpkin,04-03-19,500
Uttar Pradesh,Bulandshahar,Pumpkin,04-03-19,690
Uttar Pradesh,Etawah,Pumpkin,04-03-19,550
Uttar Pradesh,Khiri (Lakhimpur),Pumpkin,04-03-19,350
Uttar Pradesh,Lakhimpur,Pumpkin,04-03-19,1120
Uttar Pradesh,Muzaffarnagar,Pumpkin,04-03-19,800
Uttar Pradesh,Muzaffarnagar,Pumpkin,04-03-19,400
Uttar Pradesh,Muzaffarnagar,Pumpkin,04-03-19,470
Uttar Pradesh,Saharanpur,Pumpkin,04-03-19,650
Uttar Pradesh,Saharanpur,Pumpkin,04-03-19,400
Uttar Pradesh,Kanpur,Pumpkin,04-03-19,1400
Uttrakhand,Dehradoon,Pumpkin,04-03-19,450
West Bengal,North 24 Parganas,Pumpkin,04-03-19,1500
West Bengal,Puruliya,Pumpkin,04-03-19,900
Assam,Darrang,Raddish,04-03-19,850
Assam,Kamrup,Raddish,04-03-19,1100
Gujarat,Vadodara(Baroda),Raddish,04-03-19,850
Haryana,Ambala,Raddish,04-03-19,600
Haryana,Faridabad,Raddish,04-03-19,900
Haryana,Gurgaon,Raddish,04-03-19,750
Haryana,Mewat,Raddish,04-03-19,800
Himachal Pradesh,Kangra,Raddish,04-03-19,600
Himachal Pradesh,Kangra,Raddish,04-03-19,800
Himachal Pradesh,Kangra,Raddish,04-03-19,550
Himachal Pradesh,Kullu,Raddish,04-03-19,700
Karnataka,Bangalore,Raddish,04-03-19,1800
Karnataka,Kolar,Raddish,04-03-19,400
Maharashtra,Pune,Raddish,04-03-19,12
Maharashtra,Pune,Raddish,04-03-19,8
Maharashtra,Pune,Raddish,04-03-19,8
Maharashtra,Pune,Raddish,04-03-19,10
Punjab,Barnala,Raddish,04-03-19,300
Punjab,Gurdaspur,Raddish,04-03-19,420
Punjab,Ludhiana,Raddish,04-03-19,250
Punjab,Muktsar,Raddish,04-03-19,500
Punjab,Tarntaran,Raddish,04-03-19,400
Punjab,Hoshiarpur,Raddish,04-03-19,600
Punjab,Jalandhar,Raddish,04-03-19,400
Punjab,Jalandhar,Raddish,04-03-19,300
Punjab,Jalandhar,Raddish,04-03-19,500
Punjab,Ropar (Rupnagar),Raddish,04-03-19,550
Punjab,Tarntaran,Raddish,04-03-19,350
Uttar Pradesh,Agra,Raddish,04-03-19,650
Uttar Pradesh,Agra,Raddish,04-03-19,450
Uttar Pradesh,Agra,Raddish,04-03-19,600
Uttar Pradesh,Agra,Raddish,04-03-19,350
Uttar Pradesh,Agra,Raddish,04-03-19,650
Uttar Pradesh,Agra,Raddish,04-03-19,500
Uttar Pradesh,Aligarh,Raddish,04-03-19,290
Uttar Pradesh,Baghpat,Raddish,04-03-19,350
Uttar Pradesh,Baghpat,Raddish,04-03-19,500
Uttar Pradesh,Etawah,Raddish,04-03-19,500
Uttar Pradesh,Ghaziabad,Raddish,04-03-19,280
Uttar Pradesh,Muzaffarnagar,Raddish,04-03-19,330
Uttar Pradesh,Muzaffarnagar,Raddish,04-03-19,260
Uttar Pradesh,Saharanpur,Raddish,04-03-19,420
Uttar Pradesh,Saharanpur,Raddish,04-03-19,295
Uttar Pradesh,Saharanpur,Raddish,04-03-19,400
Uttar Pradesh,Shahjahanpur,Raddish,04-03-19,320
Uttar Pradesh,Sonbhadra,Raddish,04-03-19,600
Uttar Pradesh,Bulandshahar,Raddish,04-03-19,220
Uttar Pradesh,Kanpur,Raddish,04-03-19,900
Uttar Pradesh,Saharanpur,Raddish,04-03-19,360
Uttrakhand,Dehradoon,Raddish,04-03-19,300
Tamil Nadu,Vellore,Ragi (Finger Millet),04-03-19,2640
Tamil Nadu,Villupuram,Ragi (Finger Millet),04-03-19,2420
Tamil Nadu,Villupuram,Ragi (Finger Millet),04-03-19,2599
Tamil Nadu,Villupuram,Ragi (Finger Millet),04-03-19,2312
Tamil Nadu,Villupuram,Ragi (Finger Millet),04-03-19,1180
Tamil Nadu,Villupuram,Ragi (Finger Millet),04-03-19,2400
Tamil Nadu,Villupuram,Ragi (Finger Millet),04-03-19,2579
Maharashtra,Pune,Rajgir,04-03-19,4
Maharashtra,Pune,Rajgir,04-03-19,3
Assam,Dhubri,Rice,04-03-19,2500
Assam,Cachar,Rice,04-03-19,2800
Assam,Dhubri,Rice,04-03-19,4500
Assam,Sonitpur,Rice,04-03-19,2800
Assam,Cachar,Rice,04-03-19,2400
Assam,Jorhat,Rice,04-03-19,3200
Assam,Sonitpur,Rice,04-03-19,2400
Manipur,Bishnupur,Rice,04-03-19,3700
Manipur,Chandel,Rice,04-03-19,3500
Manipur,Imphal East,Rice,04-03-19,4100
Manipur,Imphal West,Rice,04-03-19,3800
Manipur,Thoubal,Rice,04-03-19,3900
Odisha,Mayurbhanja,Rice,04-03-19,2200
Odisha,Sundergarh,Rice,04-03-19,3000
Tripura,North Tripura,Rice,04-03-19,2600
Uttar Pradesh,Agra,Rice,04-03-19,2300
Uttar Pradesh,Agra,Rice,04-03-19,2540
Uttar Pradesh,Agra,Rice,04-03-19,2540
Uttar Pradesh,Agra,Rice,04-03-19,2540
Uttar Pradesh,Bahraich,Rice,04-03-19,2150
Uttar Pradesh,Ballia,Rice,04-03-19,2100
Uttar Pradesh,Ghaziabad,Rice,04-03-19,2670
Uttar Pradesh,Kannuj,Rice,04-03-19,2500
Uttar Pradesh,Muzaffarnagar,Rice,04-03-19,2700
Uttar Pradesh,Sonbhadra,Rice,04-03-19,2240
Uttar Pradesh,Muzaffarnagar,Rice,04-03-19,3900
Uttar Pradesh,Lakhimpur,Rice,04-03-19,2250
Uttar Pradesh,Mirzapur,Rice,04-03-19,2320
Uttar Pradesh,Chitrakut,Rice,04-03-19,1775
Uttar Pradesh,Mau(Maunathbhanjan),Rice,04-03-19,2000
West Bengal,Sounth 24 Parganas,Rice,04-03-19,4400
West Bengal,Hooghly,Rice,04-03-19,2850
West Bengal,Burdwan,Rice,04-03-19,2250
West Bengal,Burdwan,Rice,04-03-19,2300
West Bengal,Murshidabad,Rice,04-03-19,2700
West Bengal,Puruliya,Rice,04-03-19,2640
West Bengal,Puruliya,Rice,04-03-19,2600
West Bengal,Uttar Dinajpur,Rice,04-03-19,3600
West Bengal,Uttar Dinajpur,Rice,04-03-19,3500
West Bengal,Medinipur(W),Rice,04-03-19,2400
West Bengal,Malda,Rice,04-03-19,2700
West Bengal,Bankura,Rice,04-03-19,2850
West Bengal,Burdwan,Rice,04-03-19,3000
West Bengal,Burdwan,Rice,04-03-19,2300
West Bengal,Burdwan,Rice,04-03-19,3000
West Bengal,Malda,Rice,04-03-19,3200
West Bengal,Medinipur(W),Rice,04-03-19,2550
West Bengal,Murshidabad,Rice,04-03-19,2900
West Bengal,Nadia,Rice,04-03-19,3800
West Bengal,Bankura,Rice,04-03-19,2650
West Bengal,Bankura,Rice,04-03-19,2650
West Bengal,Burdwan,Rice,04-03-19,2300
West Bengal,Sounth 24 Parganas,Rice,04-03-19,2800
Assam,Kamrup,Ridgeguard(Tori),04-03-19,4100
Gujarat,Surat,Ridgeguard(Tori),04-03-19,2750
Karnataka,Bangalore,Ridgeguard(Tori),04-03-19,3600
Karnataka,Kolar,Ridgeguard(Tori),04-03-19,3800
Kerala,Kasargod,Ridgeguard(Tori),04-03-19,5000
Maharashtra,Pune,Ridgeguard(Tori),04-03-19,3000
Maharashtra,Pune,Ridgeguard(Tori),04-03-19,6000
Maharashtra,Satara,Ridgeguard(Tori),04-03-19,3800
Maharashtra,Sholapur,Ridgeguard(Tori),04-03-19,2900
West Bengal,Puruliya,Ridgeguard(Tori),04-03-19,3300
Gujarat,Surat,Round gourd,04-03-19,1400
Kerala,Kannur,Rubber,04-03-19,12350
Karnataka,Bangalore,Seemebadnekai,04-03-19,1500
Pondicherry,Karaikal,"Sesamum(Sesame,Gingelly,Til)",04-03-19,10000
Tamil Nadu,Erode,"Sesamum(Sesame,Gingelly,Til)",04-03-19,11681
Tamil Nadu,Villupuram,"Sesamum(Sesame,Gingelly,Til)",04-03-19,9350
Tamil Nadu,Villupuram,"Sesamum(Sesame,Gingelly,Til)",04-03-19,10181
Tamil Nadu,Villupuram,"Sesamum(Sesame,Gingelly,Til)",04-03-19,9391
Tamil Nadu,Villupuram,"Sesamum(Sesame,Gingelly,Til)",04-03-19,11261
Tamil Nadu,Villupuram,"Sesamum(Sesame,Gingelly,Til)",04-03-19,10049
Tamil Nadu,Erode,"Sesamum(Sesame,Gingelly,Til)",04-03-19,14509
Tamil Nadu,Madurai,"Sesamum(Sesame,Gingelly,Til)",04-03-19,7100
Tamil Nadu,Villupuram,"Sesamum(Sesame,Gingelly,Til)",04-03-19,11124
Tamil Nadu,Villupuram,"Sesamum(Sesame,Gingelly,Til)",04-03-19,11049
West Bengal,Medinipur(W),"Sesamum(Sesame,Gingelly,Til)",04-03-19,8600
West Bengal,Burdwan,"Sesamum(Sesame,Gingelly,Til)",04-03-19,7000
West Bengal,Burdwan,"Sesamum(Sesame,Gingelly,Til)",04-03-19,7100
Karnataka,Bangalore,Snakeguard,04-03-19,1400
Kerala,Kasargod,Snakeguard,04-03-19,3600
Kerala,Kottayam,Snakeguard,04-03-19,1900
Kerala,Thiruvananthapuram,Snakeguard,04-03-19,2600
Kerala,Kollam,Snakeguard,04-03-19,2300
Kerala,Kollam,Snakeguard,04-03-19,1800
Kerala,Malappuram,Snakeguard,04-03-19,1700
Kerala,Thirssur,Snakeguard,04-03-19,1900
Maharashtra,Pune,Snakeguard,04-03-19,1700
Madhya Pradesh,Dhar,Soyabean,04-03-19,3200
Madhya Pradesh,Dindori,Soyabean,04-03-19,3350
Rajasthan,Jhalawar,Soyabean,04-03-19,3525
Rajasthan,Kota,Soyabean,04-03-19,3615
Gujarat,Vadodara(Baroda),Spinach,04-03-19,475
Haryana,Ambala,Spinach,04-03-19,715
Haryana,Gurgaon,Spinach,04-03-19,750
Himachal Pradesh,Kangra,Spinach,04-03-19,1700
Himachal Pradesh,Kangra,Spinach,04-03-19,1500
Himachal Pradesh,Kangra,Spinach,04-03-19,950
Himachal Pradesh,Kullu,Spinach,04-03-19,900
Madhya Pradesh,Jhabua,Spinach,04-03-19,1300
Madhya Pradesh,Badwani,Spinach,04-03-19,700
Maharashtra,Pune,Spinach,04-03-19,4
Maharashtra,Pune,Spinach,04-03-19,3
Maharashtra,Pune,Spinach,04-03-19,4
Maharashtra,Pune,Spinach,04-03-19,9
Maharashtra,Satara,Spinach,04-03-19,2
Punjab,Ludhiana,Spinach,04-03-19,800
Punjab,Muktsar,Spinach,04-03-19,600
Punjab,Hoshiarpur,Spinach,04-03-19,700
Punjab,Jalandhar,Spinach,04-03-19,900
Punjab,Jalandhar,Spinach,04-03-19,300
Punjab,Jalandhar,Spinach,04-03-19,600
Punjab,Tarntaran,Spinach,04-03-19,400
Uttar Pradesh,Agra,Spinach,04-03-19,650
Gujarat,Bharuch,Sponge gourd,04-03-19,1500
Gujarat,Vadodara(Baroda),Sponge gourd,04-03-19,1950
Himachal Pradesh,Kullu,Squash(Chappal Kadoo),04-03-19,1900
Punjab,Tarntaran,Squash(Chappal Kadoo),04-03-19,1400
Odisha,Sundergarh,Sugar,04-03-19,4000
Uttar Pradesh,Ghaziabad,Sugar,04-03-19,3380
Uttar Pradesh,Lakhimpur,Sugar,04-03-19,3440
Gujarat,Bharuch,Surat Beans (Papadi),04-03-19,2450
Gujarat,Surat,Surat Beans (Papadi),04-03-19,3147
Gujarat,Surat,Surat Beans (Papadi),04-03-19,3147
Gujarat,Vadodara(Baroda),Surat Beans (Papadi),04-03-19,2500
Karnataka,Bangalore,Suvarna Gadde,04-03-19,2500
Gujarat,Bharuch,Sweet Potato,04-03-19,2900
Gujarat,Kheda,Sweet Potato,04-03-19,1450
Gujarat,Vadodara(Baroda),Sweet Potato,04-03-19,1700
Kerala,Kasargod,Sweet Potato,04-03-19,3000
Kerala,Thirssur,Sweet Potato,04-03-19,2200
Maharashtra,Pune,Sweet Potato,04-03-19,1500
Maharashtra,Satara,Sweet Potato,04-03-19,1800
Uttar Pradesh,Saharanpur,Sweet Potato,04-03-19,1145
Maharashtra,Pune,Sweet Pumpkin,04-03-19,1000
West Bengal,Bankura,Sweet Pumpkin,04-03-19,900
West Bengal,Burdwan,Sweet Pumpkin,04-03-19,1000
West Bengal,Jalpaiguri,Sweet Pumpkin,04-03-19,1200
West Bengal,Nadia,Sweet Pumpkin,04-03-19,1400
West Bengal,Sounth 24 Parganas,Sweet Pumpkin,04-03-19,1500
West Bengal,Burdwan,Sweet Pumpkin,04-03-19,910
West Bengal,Burdwan,Sweet Pumpkin,04-03-19,1100
Tamil Nadu,Villupuram,T.V. Cumbu,04-03-19,1851
Tamil Nadu,Villupuram,T.V. Cumbu,04-03-19,2029
Tamil Nadu,Villupuram,T.V. Cumbu,04-03-19,1969
Tamil Nadu,Vellore,Tamarind Fruit,04-03-19,10100
Tamil Nadu,Dharmapuri,Tamarind Fruit,04-03-19,6000
Tamil Nadu,Dharmapuri,Tamarind Fruit,04-03-19,5900
Kerala,Kottayam,Tapioca,04-03-19,2500
Kerala,Kasargod,Tapioca,04-03-19,2900
Kerala,Kollam,Tapioca,04-03-19,2450
Kerala,Thirssur,Tapioca,04-03-19,2500
Kerala,Thirssur,Tapioca,04-03-19,4000
Kerala,Thirssur,Tapioca,04-03-19,2000
Tamil Nadu,Salem,Tapioca,04-03-19,220
Rajasthan,Tonk,Taramira,04-03-19,3256
Maharashtra,Pune,Tender Coconut,04-03-19,400
Tamil Nadu,Villupuram,Thinai (Italian Millet),04-03-19,1205
Gujarat,Bharuch,Tinda,04-03-19,3150
Gujarat,Valsad,Tinda,04-03-19,2875
Haryana,Gurgaon,Tinda,04-03-19,1550
Tamil Nadu,Coimbatore,Tobacco,04-03-19,3100
Uttar Pradesh,Etah,Tobacco,04-03-19,1900
Andhra Pradesh,Chittor,Tomato,04-03-19,620
Andhra Pradesh,Chittor,Tomato,04-03-19,300
Andhra Pradesh,Chittor,Tomato,04-03-19,760
Assam,Kamrup,Tomato,04-03-19,1450
Assam,Darrang,Tomato,04-03-19,1150
Gujarat,Bharuch,Tomato,04-03-19,1425
Gujarat,Surat,Tomato,04-03-19,1300
Gujarat,Surat,Tomato,04-03-19,1387
Gujarat,Surat,Tomato,04-03-19,1387
Gujarat,Surat,Tomato,04-03-19,1300
Gujarat,Vadodara(Baroda),Tomato,04-03-19,1350
Haryana,Mewat,Tomato,04-03-19,1500
Haryana,Faridabad,Tomato,04-03-19,1750
Haryana,Gurgaon,Tomato,04-03-19,1500
Haryana,Panipat,Tomato,04-03-19,1500
Himachal Pradesh,Kangra,Tomato,04-03-19,2000
Himachal Pradesh,Kangra,Tomato,04-03-19,2200
Himachal Pradesh,Kangra,Tomato,04-03-19,2350
Himachal Pradesh,Kullu,Tomato,04-03-19,2550
Karnataka,Bangalore,Tomato,04-03-19,900
Karnataka,Kolar,Tomato,04-03-19,667
Karnataka,Kolar,Tomato,04-03-19,1000
Kerala,Kasargod,Tomato,04-03-19,1800
Kerala,Kottayam,Tomato,04-03-19,2200
Kerala,Ernakulam,Tomato,04-03-19,1800
Kerala,Kollam,Tomato,04-03-19,3500
Kerala,Malappuram,Tomato,04-03-19,1100
Kerala,Thirssur,Tomato,04-03-19,2100
Kerala,Thirssur,Tomato,04-03-19,2000
Kerala,Thirssur,Tomato,04-03-19,1600
Madhya Pradesh,Badwani,Tomato,04-03-19,800
Madhya Pradesh,Sheopur,Tomato,04-03-19,550
Madhya Pradesh,Jhabua,Tomato,04-03-19,1550
Madhya Pradesh,Khandwa,Tomato,04-03-19,1300
Maharashtra,Kolhapur,Tomato,04-03-19,1350
Maharashtra,Kolhapur,Tomato,04-03-19,200
Maharashtra,Pune,Tomato,04-03-19,1400
Maharashtra,Satara,Tomato,04-03-19,1000
Maharashtra,Sholapur,Tomato,04-03-19,1000
Maharashtra,Pune,Tomato,04-03-19,1000
Maharashtra,Pune,Tomato,04-03-19,1000
Maharashtra,Pune,Tomato,04-03-19,1200
Odisha,Dhenkanal,Tomato,04-03-19,800
Odisha,Mayurbhanja,Tomato,04-03-19,800
Odisha,Mayurbhanja,Tomato,04-03-19,800
Odisha,Balasore,Tomato,04-03-19,700
Odisha,Balasore,Tomato,04-03-19,600
Odisha,Gajapati,Tomato,04-03-19,1200
Odisha,Sundergarh,Tomato,04-03-19,1000
Odisha,Sundergarh,Tomato,04-03-19,900
Punjab,Ludhiana,Tomato,04-03-19,2000
Punjab,Mansa,Tomato,04-03-19,2200
Punjab,Muktsar,Tomato,04-03-19,2000
Punjab,Hoshiarpur,Tomato,04-03-19,2000
