state,district,commodity,arrival_date,modal_price
Punjab,Jalandhar,Tomato,04-03-19,2500
Punjab,Jalandhar,Tomato,04-03-19,1400
Punjab,Ludhiana,Tomato,04-03-19,1500
Punjab,Tarntaran,Tomato,04-03-19,1500
Punjab,Patiala,Tomato,04-03-19,1200
Punjab,Ropar (Rupnagar),Tomato,04-03-19,1500
Rajasthan,Jalore,Tomato,04-03-19,1500
Telangana,Ranga Reddy,Tomato,04-03-19,300
Uttar Pradesh,Agra,Tomato,04-03-19,840
Uttar Pradesh,Lakhimpur,Tomato,04-03-19,690
Uttar Pradesh,Mirzapur,Tomato,04-03-19,500
Uttar Pradesh,Muzaffarnagar,Tomato,04-03-19,1070
Uttar Pradesh,Saharanpur,Tomato,04-03-19,1120
Uttar Pradesh,Saharanpur,Tomato,04-03-19,1000
Uttar Pradesh,Shahjahanpur,Tomato,04-03-19,700
Uttar Pradesh,Bulandshahar,Tomato,04-03-19,710
Uttar Pradesh,Bulandshahar,Tomato,04-03-19,860
Uttar Pradesh,Gautam Budh Nagar,Tomato,04-03-19,700
Uttar Pradesh,Khiri (Lakhimpur),Tomato,04-03-19,850
Uttar Pradesh,Muzaffarnagar,Tomato,04-03-19,900
Uttar Pradesh,Agra,Tomato,04-03-19,500
Uttar Pradesh,Aligarh,Tomato,04-03-19,990
Uttar Pradesh,Etawah,Tomato,04-03-19,700
Uttar Pradesh,Sonbhadra,Tomato,04-03-19,475
Uttar Pradesh,Agra,Tomato,04-03-19,450
Uttar Pradesh,Agra,Tomato,04-03-19,950
Uttar Pradesh,Agra,Tomato,04-03-19,850
Uttar Pradesh,Baghpat,Tomato,04-03-19,1200
Uttar Pradesh,Baghpat,Tomato,04-03-19,850
Uttar Pradesh,Bahraich,Tomato,04-03-19,450
Uttar Pradesh,Bahraich,Tomato,04-03-19,700
Uttar Pradesh,Bulandshahar,Tomato,04-03-19,690
Uttar Pradesh,Etah,Tomato,04-03-19,700
Uttar Pradesh,Ghaziabad,Tomato,04-03-19,970
Uttar Pradesh,Kannuj,Tomato,04-03-19,780
Uttar Pradesh,Kanpur,Tomato,04-03-19,900
Uttar Pradesh,Muradabad,Tomato,04-03-19,450
Uttar Pradesh,Saharanpur,Tomato,04-03-19,500
Uttar Pradesh,Saharanpur,Tomato,04-03-19,1340
Uttrakhand,Dehradoon,Tomato,04-03-19,500
West Bengal,Bankura,Tomato,04-03-19,500
West Bengal,Sounth 24 Parganas,Tomato,04-03-19,1300
West Bengal,Burdwan,Tomato,04-03-19,800
West Bengal,Burdwan,Tomato,04-03-19,1050
West Bengal,Jalpaiguri,Tomato,04-03-19,900
West Bengal,North 24 Parganas,Tomato,04-03-19,1400
West Bengal,Puruliya,Tomato,04-03-19,300
West Bengal,Puruliya,Tomato,04-03-19,900
West Bengal,Burdwan,Tomato,04-03-19,560
Maharashtra,Nanded,Turmeric,04-03-19,5200
Tamil Nadu,Namakkal,Turmeric,04-03-19,6800
Tamil Nadu,Namakkal,Turmeric,04-03-19,8000
Tamil Nadu,Salem,Turmeric,04-03-19,7120
Tamil Nadu,Coimbatore,Turmeric,04-03-19,6300
Tamil Nadu,Namakkal,Turmeric,04-03-19,5740
Tamil Nadu,Namakkal,Turmeric,04-03-19,6950
West Bengal,Murshidabad,Turmeric,04-03-19,7325
Kerala,Kollam,Turmeric (raw),04-03-19,2100
Manipur,Thoubal,Turmeric (raw),04-03-19,2500
Nagaland,Mokokchung,Turmeric (raw),04-03-19,1700
Himachal Pradesh,Kangra,Turnip,04-03-19,1200
Punjab,Gurdaspur,Turnip,04-03-19,700
Punjab,Jalandhar,Turnip,04-03-19,400
Karnataka,Bangalore,Water Melon,04-03-19,1400
Maharashtra,Pune,Water Melon,04-03-19,400
Maharashtra,Pune,Water Melon,04-03-19,800
Maharashtra,Satara,Water Melon,04-03-19,700
Odisha,Gajapati,Water Melon,04-03-19,3000
Gujarat,Panchmahals,Wheat,04-03-19,1900
Madhya Pradesh,Dhar,Wheat,04-03-19,2000
Madhya Pradesh,Jhabua,Wheat,04-03-19,1915
Maharashtra,Nagpur,Wheat,04-03-19,2000
Maharashtra,Nanded,Wheat,04-03-19,1900
Odisha,Sundergarh,Wheat,04-03-19,3000
Rajasthan,Chittorgarh,Wheat,04-03-19,1750
Rajasthan,Jhalawar,Wheat,04-03-19,1975
Rajasthan,Kota,Wheat,04-03-19,1915
Rajasthan,Tonk,Wheat,04-03-19,1878
Uttar Pradesh,Baghpat,Wheat,04-03-19,1850
Uttar Pradesh,Muzaffarnagar,Wheat,04-03-19,1900
Uttar Pradesh,Rampur,Wheat,04-03-19,1905
Uttar Pradesh,Sitapur,Wheat,04-03-19,1750
Uttar Pradesh,Agra,Wheat,04-03-19,1930
Uttar Pradesh,Agra,Wheat,04-03-19,1880
Uttar Pradesh,Agra,Wheat,04-03-19,1930
Uttar Pradesh,Agra,Wheat,04-03-19,1830
Uttar Pradesh,Agra,Wheat,04-03-19,1925
Uttar Pradesh,Agra,Wheat,04-03-19,2000
Uttar Pradesh,Bahraich,Wheat,04-03-19,1800
Uttar Pradesh,Bulandshahar,Wheat,04-03-19,1735
Uttar Pradesh,Etah,Wheat,04-03-19,1900
Uttar Pradesh,Farukhabad,Wheat,04-03-19,1870
Uttar Pradesh,Fatehpur,Wheat,04-03-19,1950
Uttar Pradesh,Ghaziabad,Wheat,04-03-19,1980
Uttar Pradesh,Jalaun (Orai),Wheat,04-03-19,1980
Uttar Pradesh,Jhansi,Wheat,04-03-19,1825
Uttar Pradesh,Kannuj,Wheat,04-03-19,2040
Uttar Pradesh,Kanpur,Wheat,04-03-19,1800
Uttar Pradesh,Lakhimpur,Wheat,04-03-19,1845
Uttar Pradesh,Mau(Maunathbhanjan),Wheat,04-03-19,1735
Uttar Pradesh,Mirzapur,Wheat,04-03-19,1950
Uttar Pradesh,Muzaffarnagar,Wheat,04-03-19,1965
Uttar Pradesh,Saharanpur,Wheat,04-03-19,1760
Uttar Pradesh,Saharanpur,Wheat,04-03-19,1900
Uttar Pradesh,Sonbhadra,Wheat,04-03-19,1910
Uttar Pradesh,Chitrakut,Wheat,04-03-19,1925
Uttar Pradesh,Jalaun (Orai),Wheat,04-03-19,1775
Uttar Pradesh,Mahoba,Wheat,04-03-19,1825
West Bengal,Bankura,Wheat,04-03-19,1700
West Bengal,Bankura,Wheat,04-03-19,1700
West Bengal,Murshidabad,Wheat,04-03-19,2000
West Bengal,Burdwan,Wheat,04-03-19,2000
West Bengal,Uttar Dinajpur,Wheat,04-03-19,2100
Assam,Dhubri,Wheat Atta,04-03-19,2300
Assam,Jorhat,Wheat Atta,04-03-19,2800
Odisha,Sundergarh,Wheat Atta,04-03-19,3500
Uttar Pradesh,Khiri (Lakhimpur),White Pumpkin,04-03-19,310
Telangana,Khammam,Wood,04-03-19,440
Uttar Pradesh,Muzaffarnagar,Wood,04-03-19,295
Uttar Pradesh,Saharanpur,Wood,04-03-19,280
Uttar Pradesh,Saharanpur,Wood,04-03-19,450
Uttar Pradesh,Sitapur,Wood,04-03-19,240
Uttar Pradesh,Kanpur,Wood,04-03-19,500
Uttar Pradesh,Saharanpur,Wood,04-03-19,440
